"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"KEGG_Tight_junction%mmu04530",0.00146412884333821,0.0093,-0.4105234105374,-1.71434643538536,0,112,"ACTB;ACTG1;MYL12B;ACTR3;HCLS1;CCND1;MYL6;ARPC2;ARPC1B;VASP;ARPC5;CGNL1;RUNX1;MYL12A;RAB8A;ACTR2;ACTN1;ITGB1;ARPC4;WAS;RAC1;ARPC3;RAB8B;CDC42;PRKACA;HSPA4;CDK4;ARHGAP17;MSN;ROCK1;SYMPK"
"KEGG_Platelet_activation%mmu04611",0.0015552099533437,0.0093,-0.521432864776432,-2.08342259221219,0,86,"ACTB;ACTG1;PLCB2;GNAI2;FERMT3;MYL12B;PLCG2;VASP;MYL12A;PTGS1;ITGB1;LYN;AKT1;APBB1IP;PIK3CG;PIK3CD;BTK;PIK3R5;ADCY7;MAPK14;PIK3R6;P2RY12;PIK3R2;PRKACA;PLCB4;PLCB3;AKT2;PPP1CA;SYK;ITGA2B;TBXAS1;ROCK1;PIK3R1;ARHGEF1;GNAQ"
"KEGG_Antigen_processing_and_presentation%mmu04612",0.00161290322580645,0.0093,-0.608948951966854,-2.26853358274285,0,56,"H2-AA;H2-AB1;CTSS;H2-EB1;H2-DMA;H2-DMB1;TAPBP;TAP1;TAP2;H2-K1;H2-D1;PSME1;H2-T23;H2-DMB2;B2M;CREB1;CALR;PSME2B;CD8A;CIITA;PDIA3;H2-M3;H2-T22;HSPA4;IFI30;H2-OB;H2-T24"
"KEGG_Neutrophil_extracellular_trap_formation%mmu04613",0.0015527950310559,0.0093,-0.538606871371406,-2.14588834513988,0,84,"ACTB;ACTG1;PLCB2;PLCG2;SELPLG;CYBA;NCF2;AKT1;NFKB1;MTOR;PIK3CD;ITGB2;ITGAL;RAC1;HDAC9;CYBB;MAPK14;NCF1;HDAC1;PIK3R2;RAC2;AQP9;PRKCG;PLCB4;PLCB3;AKT2;CLCN3;SYK;GSDMD;NCF4;VDAC2;ITGA2B;MAP2K2;PIK3R1;CLCN4"
"KEGG_NOD-like_receptor_signaling_pathway%mmu04621",0.00142247510668563,0.0093,-0.390909375973616,-1.68207378929982,0,139,"PLCB2;TYK2;OAS3;CYBA;PKN1;PRKCD;IRF9;RBCK1;NFKB1;NLRP3;CHUK;NLRP1B;IKBKB;STAT2;NAIP6;TAB2;STAT1;TRIP6;NLRC4;CYBB;MAPK14;ANTXR2;GPSM3;NFKBIA;SHARPIN;NOD2;CARD9;IFNAR1;NLRP1A;PLCB4;IFNAR2;PLCB3;MAP1LC3B;GSDMD;BIRC3;VDAC2;NAIP5;NAIP2;IRAK4;TRPV2;PSTPIP1;HSP90AB1;IRGM2;YWHAE;IRF7;NEK7;MYD88;TICAM1;RHOA;GABARAP;NAMPT;OAS2;TRPM2;TXN2;IL18;IRGM1;MAPK9;IRF3;XIAP;DHX33;RELA;ITPR1;GBP2B;BCL2;FADD;P2RX7;TRP53BP1"
"KEGG_C-type_lectin_receptor_signaling_pathway%mmu04625",0.00155763239875389,0.0093,-0.443036442967244,-1.76654381703215,0,83,"PLCG2;PRKCD;PTPN11;CYLD;IRF9;AKT1;NFATC1;NFKB1;NLRP3;PIK3CD;CHUK;CLEC4B1;IKBKB;STAT2;STAT1;MAPK14;PAK1;PPP3CB;NFATC2;NFKBIA;NRAS;PIK3R2;CARD9;LSP1;MAPKAPK2;NFATC3;IRF1;AKT2;SYK"
"KEGG_Natural_killer_cell_mediated_cytotoxicity%mmu04650",0.00155763239875389,0.0093,-0.487162432064802,-1.92932003228988,0,79,"IFNGR1;PLCG2;CD48;H2-K1;H2-D1;VAV3;PTPN11;H2-T23;NFATC1;PTPN6;PIK3CD;ITGB2;GRB2;ITGAL;RAC1;SHC1;VAV1;PAK1;PPP3CB;NFATC2;BID;NRAS;PIK3R2;RAC2;IFNAR1;PRKCG;IFNAR2;SYK;MAP2K2;IFNGR2;PIK3R1"
"KEGG_Th1_and_Th2_cell_differentiation%mmu04658",0.0016025641025641,0.0093,-0.553092617210552,-2.1095857905173,0,63,"H2-AA;H2-AB1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;TYK2;JAK2;NFATC1;NFKB1;H2-DMB2;CHUK;FOS;IKBKB;NFKBIE;RBPJ;STAT1;MAPK14;PPP3CB;NFATC2;NFKBIA;STAT6;NFATC3;RUNX3;H2-OB"
"KEGG_Th17_cell_differentiation%mmu04659",0.00157232704402516,0.0093,-0.532862160179204,-2.09255164739835,0,75,"H2-AA;H2-AB1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;TYK2;TGFB1;JAK2;RUNX1;NFATC1;NFKB1;H2-DMB2;MTOR;CHUK;FOS;IKBKB;NFKBIE;RARA;STAT1;MAPK14;PPP3CB;NFATC2;NFKBIA;STAT6;NFATC3;H2-OB;IL6RA;IL6ST;HSP90AB1;IFNGR2;STAT3"
"KEGG_T_cell_receptor_signaling_pathway%mmu04660",0.00155763239875389,0.0093,-0.457402480881111,-1.8114610468683,0,79,"CARD11;VAV3;AKT1;NFATC1;NFKB1;PTPN6;PIK3CD;CHUK;FOS;GRB2;IKBKB;NFKBIE;PAK2;MAPK14;VAV1;CD8A;PAK1;PPP3CB;NFATC2;NFKBIA;NRAS;PIK3R2;CDC42;NFATC3;CDK4;PTPRC;AKT2"
"KEGG_B_cell_receptor_signaling_pathway%mmu04662",0.0015527950310559,0.0093,-0.615363258363838,-2.39640130483462,0,69,"CARD11;PLCG2;BANK1;INPP5D;VAV3;PIK3AP1;LYN;AKT1;NFATC1;NFKB1;PTPN6;PIK3CD;CHUK;FOS;BTK;GRB2;IKBKB;NFKBIE;RAC1;PIRB;VAV1;PPP3CB;NFATC2;NFKBIA;NRAS;PIK3R2;RASGRP3;NFATC3;CD72;RAC2;DAPP1;AKT2;SYK;MAP2K2;PIK3R1;CD81;PRKCB;PIRA2;VAV2"
"KEGG_Fc_epsilon_RI_signaling_pathway%mmu04664",0.00159744408945687,0.0093,-0.524324570459251,-1.92568395588066,0,51,"ALOX5AP;PLCG2;INPP5D;VAV3;LYN;AKT1;PIK3CD;BTK;GRB2;MAP2K6;RAC1;MAPK14;VAV1;NRAS;PIK3R2;RAC2;AKT2;SYK;MAP2K2;PIK3R1"
"KEGG_Fc_gamma_R-mediated_phagocytosis%mmu04666",0.00155763239875389,0.0093,-0.619735117895452,-2.47110425811369,0,83,"ACTR3;PLCG2;ARPC2;ARPC1B;CFL1;GSN;VASP;ARPC5;PRKCD;INPP5D;ACTR2;VAV3;MARCKS;PIP5K1C;LYN;AKT1;ARPC4;PIK3CD;HCK;WAS;RAC1;WASF2;ARPC3;MARCKSL1;PLD2;VAV1;PAK1;NCF1;PIK3R2;CDC42;SPHK2;RAC2;ASAP1;PTPRC;PRKCG;AKT2;SYK;PIK3R1;DNM2;PLPP1;RPS6KB2;PRKCB;ARF6"
"KEGG_Leukocyte_transendothelial_migration%mmu04670",0.0015527950310559,0.0093,-0.619232974421013,-2.41147109082317,0,69,"MMP9;ACTB;ACTG1;GNAI2;SIPA1;MYL12B;PLCG2;VASP;ITGA4;CYBA;MYL12A;VAV3;NCF2;PTPN11;RASSF5;ACTN1;ITGB1;CTNNA1;PXN;PIK3CD;ITGB2;ITGAL;RAC1;CYBB;MAPK14;VAV1;NCF1;PIK3R2;CDC42;RAC2;PRKCG;CD99L2;NCF4;MSN;ROCK1;PIK3R1;VCL;GNAI3;PRKCB;VAV2;ARHGAP5;RHOA"
"KEGG_Intestinal_immune_network_for_IgA_production%mmu04672",0.00166666666666667,0.0093,-0.585960817619895,-1.82510060132775,0,25,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;ITGB7;TGFB1;ITGA4;H2-DMB2;CD86;H2-OB"
"KEGG_Cholinergic_synapse%mmu04725",0.00157232704402516,0.0093,-0.439810467702945,-1.72713731150534,0,75,"PLCB2;GNAI2;GNG2;GNB2;JAK2;AKT1;PIK3CG;PIK3CD;FOS;PIK3R5;ADCY7;PIK3R6;CREB1;GNG10;NRAS;PIK3R2;GNB1;PRKACA;PRKCG;PLCB4;PLCB3;AKT2"
"KEGG_Regulation_of_actin_cytoskeleton%mmu04810",0.0013986013986014,0.0093,-0.405196487714632,-1.78759367190477,0,173,"ACTB;ACTG1;ITGAX;MYL12B;ACTR3;ITGB7;ARPC2;ARPC1B;CFL1;GSN;ARHGEF6;ARPC5;ITGA4;PIP4K2A;MYL12A;PIP4K2B;ACTR2;VAV3;NCKAP1L;PFN1;PIP5K1C;ACTN1;ITGB1;AKT1;PXN;ARPC4;IQGAP1;PIK3CD;FGFR1;ITGB2;CYFIP2;ITGAL;LPAR5;PAK2;RAC1;WASF2;ARPC3;VAV1;PAK1;NRAS;PIK3R2;CDC42;RAC2;DIAPH1;AKT2;FGD3;PPP1CA;ITGA2B;MAP2K2;MSN;ROCK1;PIK3R1;ARHGEF1;SSH3;TMSB4X;PPP1R12B;VCL"
"KEGG_Relaxin_signaling_pathway%mmu04926",0.00156985871271586,0.0093,-0.448182277219575,-1.7952564907946,0,88,"MMP9;PLCB2;GNAI2;GNG2;TGFB1;GNB2;AKT1;NFKB1;PIK3CD;FOS;GRB2;ARRB1;ADCY7;GNA15;SHC1;MAPK14;CREB1;NFKBIA;GNG10;NRAS;PIK3R2;GNB1;PRKACA;PLCB4;PLCB3;AKT2;COL4A1;ATF6B;MAP2K2;PIK3R1"
"KEGG_Growth_hormone_synthesis,_secretion_and_action%mmu04935",0.0015552099533437,0.0093,-0.425455381194807,-1.6999376392195,0,86,"PLCB2;GNAI2;PLCG2;JAK2;AKT1;MTOR;PIK3CD;FOS;GRB2;MAP2K6;ADCY7;SHC1;STAT1;MAPK14;CREB1;NRAS;PIK3R2;PRKACA;PRKCG;PLCB4;PLCB3;AKT2;ATF6B;MAP2K2;STAT3;PIK3R1;GNAQ;GNAI3;PRKCB"
"KEGG_Type_I_diabetes_mellitus%mmu04940",0.00166389351081531,0.0093,-0.55290677360015,-1.81122730174884,0,32,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;H2-K1;H2-D1;H2-T23;H2-DMB2;CD86;H2-M3;H2-T22;H2-OB;H2-T24"
"KEGG_Bacterial_invasion_of_epithelial_cells%mmu05100",0.00162337662337662,0.0093,-0.559609902141353,-2.11440086675338,0,60,"ACTB;ACTG1;ACTR3;HCLS1;ARPC2;ARPC1B;ARPC5;ACTR2;ITGB1;CTNNA1;PXN;ARPC4;PIK3CD;RAC1;SHC1;RHOG;WASF2;ARPC3;ELMO1;CD2AP;PIK3R2;CDC42;ELMO2;ILK;CLTA;PIK3R1;CDH1;VCL;DNM2"
"KEGG_Yersinia_infection%mmu05135",0.00143884892086331,0.0093,-0.530915684116878,-2.2426245828567,0,121,"ACTB;ACTG1;ACTR3;ARPC2;ARPC1B;ARPC5;ITGA4;RPS6KA1;PKN1;ACTR2;VAV3;PIP5K1C;ITGB1;AKT1;WIPF1;NFATC1;NFKB1;PXN;NLRP3;ARPC4;PIK3CD;CHUK;FOS;IKBKB;MAP2K6;WAS;RAC1;RHOG;WASF2;ARPC3;TAB2;IRAK1;ELMO1;NLRC4;MAPK14;VAV1;CD8A;SKAP2;NFATC2;NFKBIA;PIK3R2;CDC42;GIT2;NFATC3;RAC2;ELMO2;AKT2;IRAK4;MAP2K2;ROCK1;PIK3R1;ARHGEF1;GNAQ"
"KEGG_Leishmaniasis%mmu05140",0.00159235668789809,0.0093,-0.634872359632263,-2.40172198052553,0,59,"H2-AA;H2-AB1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;TGFB1;ITGA4;JAK2;CYBA;EEF1A1;NCF2;ITGB1;NFKB1;PTPN6;H2-DMB2;ITGB2;FOS;TAB2;STAT1;IRAK1;CYBB;MARCKSL1;MAPK14;NCF1;NFKBIA"
"KEGG_Toxoplasmosis%mmu05145",0.00154320987654321,0.0093,-0.493383886074276,-1.98884258250385,0,91,"H2-AA;H2-AB1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;GNAI2;TYK2;TLR11;TGFB1;JAK2;ITGB1;AKT1;NFKB1;PIK3CG;LDLR;H2-DMB2;CHUK;IKBKB;MAP2K6;PIK3R5;TAB2;STAT1;IRAK1;MAPK14;PIK3R6;NFKBIA;CIITA;IL10RA;H2-OB;AKT2;BIRC3;IRAK4;IFNGR2;STAT3;CASP9;IRGM2"
"KEGG_Staphylococcus_aureus_infection%mmu05150",0.00165837479270315,0.0093,-0.589948728326891,-1.88395836622728,0,28,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;CFH;SELPLG;H2-DMB2;ITGB2;ITGAL"
"KEGG_Hepatitis_C%mmu05160",0.00147492625368732,0.0093,-0.413252329364147,-1.73056866224335,0,116,"TLR3;MYC;CCND1;TYK2;OAS3;IRF9;AKT1;NFKB1;LDLR;PIK3CD;CHUK;EIF2AK2;GRB2;IKBKB;BAK1;STAT2;STAT1;SCARB1;NFKBIA;BID;NRAS;PIK3R2;TRADD;IFNAR1;YWHAH;CDK4;IFNAR2;AKT2;MAP2K2;STAT3;PIK3R1;CASP9;YWHAB;PSME3;YWHAG;EIF2AK4;CD81;YWHAE;IRF7"
"KEGG_Human_cytomegalovirus_infection%mmu05163",0.00138888888888889,0.0093,-0.417963171560378,-1.85679825606243,0,184,"PLCB2;GNAI2;MYC;CCND1;TAPBP;TAP1;TAP2;GNG2;H2-K1;H2-D1;GNB2;AKT1;H2-T23;NFATC1;NFKB1;PXN;MTOR;PIK3CD;B2M;CHUK;GRB2;IKBKB;MAP2K6;BAK1;ADCY7;PTGER3;RAC1;MAPK14;CREB1;CALR;PPP3CB;NFATC2;NFKBIA;BID;GNG10;NRAS;PIK3R2;CCR1;PDIA3;H2-M3;GNB1;PRKACA;TRADD;H2-T22;NFATC3;IL10RA;RAC2;CDK4;PRKCG;PLCB4;PLCB3;AKT2;H2-T24;IL6RA;ATF6B;MAP2K2;ROCK1;STAT3;PIK3R1;CASP9;ARHGEF1;ARHGEF11;GNAQ;TSC2;GNAI3;RPS6KB2;PRKCB;H2-Q6"
"KEGG_Influenza_A%mmu05164",0.00145348837209302,0.0093,-0.492359270077007,-2.07043309303692,0,119,"H2-AA;H2-AB1;TLR3;ACTB;ACTG1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;FDPS;TYK2;OAS3;JAK2;IRF9;AKT1;NFKB1;NLRP3;H2-DMB2;PIK3CD;CHUK;EIF2AK2;IKBKB;BAK1;STAT2;STAT1;ADAR;PML;NFKBIA;BID;PIK3R2;HNRNPUL1;CIITA;TRADD;IFNAR1;H2-OB;CDK4;IFNAR2;AKT2;IRAK4;MAP2K2;TRIM25;RAE1;IFNGR2;PIK3R1;CASP9"
"KEGG_Human_T-cell_leukemia_virus_1_infection%mmu05166",0.00138504155124654,0.0093,-0.43061654902142,-1.92547421072089,0,197,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;SPI1;MYC;FDPS;CCND1;H2-K1;TGFB1;H2-D1;CCNB2;AKT1;H2-T23;NRP1;NFATC1;NFKB1;IL1R2;H2-DMB2;PIK3CD;B2M;CHUK;ITGB2;FOS;ITGAL;VAC14;IKBKB;TCF3;ADCY7;SRF;CREB1;CALR;PPP3CB;NFATC2;NFKBIA;NRAS;PIK3R2;ANAPC5;H2-M3;CCND2;ANAPC1;PRKACA;H2-T22;NFATC3;H2-OB;CDK4;BUB1B;AKT2;H2-T24;VDAC2;ATF6B;RANBP3;MAP2K2;PIK3R1;PTEN;CRTC2;CCND3;ANAPC2;CDC20;H2-Q6"
"KEGG_Kaposi_sarcoma-associated_herpesvirus_infection%mmu05167",0.00138888888888889,0.0093,-0.502204937298932,-2.20031758649794,0,157,"TLR3;IFNGR1;MYC;PLCG2;CCND1;TYK2;GNG2;H2-K1;H2-D1;GNB2;JAK2;PREX1;ATG3;IRF9;LYN;AKT1;H2-T23;NFATC1;NFKB1;PIK3CG;MTOR;PIK3CD;CHUK;FOS;EIF2AK2;IKBKB;MAP2K6;BAK1;HCK;STAT2;PIK3R5;RAC1;STAT1;MAPK14;PIK3R6;CREB1;PPP3CB;NFATC2;NFKBIA;CD86;BID;GNG10;NRAS;PIK3R2;CCR1;H2-M3;GNB1;TRADD;H2-T22;MAPKAPK2;NFATC3;IFNAR1;CDK4;IFNAR2;AKT2;MAP1LC3B;H2-T24;SYK;IL6ST;MAP2K2;STAT3;PIK3R1;CASP9"
"KEGG_Epstein-Barr_virus_infection%mmu05169",0.00139470013947001,0.0093,-0.460445469506194,-2.03030006710101,0,172,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;MYC;PLCG2;CCND1;TAPBP;TAP1;TAP2;TYK2;H2-K1;H2-D1;OAS3;IRF9;LYN;AKT1;H2-T23;NFKB1;H2-DMB2;PIK3CD;B2M;CHUK;BTK;EIF2AK2;ITGAL;IKBKB;MAP2K6;BAK1;NFKBIE;STAT2;RAC1;TAB2;RBPJ;STAT1;IRAK1;MAPK14;CALR;NFKBIA;BID;HDAC1;PIK3R2;PDIA3;H2-M3;CCND2;TRADD;H2-T22;RUNX3;IFNAR1;USP7;H2-OB;CDK4;IFNAR2;AKT2;H2-T24;VIM;SYK;IRAK4;STAT3;PIK3R1;CASP9"
"KEGG_Human_immunodeficiency_virus_1_infection%mmu05170",0.00138121546961326,0.0093,-0.496377188350032,-2.18285332650666,0,162,"GNAI2;PLCG2;AP1S3;TAPBP;TAP1;TAP2;GNG2;CFL1;H2-K1;H2-D1;GNB2;SAMHD1;CCNB2;AKT1;H2-T23;NFATC1;NFKB1;APOBEC3;TRIM30D;PXN;MTOR;PIK3CD;B2M;CHUK;FOS;IKBKB;MAP2K6;BAK1;PAK2;RAC1;TAB2;AP1B1;IRAK1;MAPK14;CALR;PAK1;PPP3CB;NFATC2;NFKBIA;BID;GNG10;NRAS;PIK3R2;PDIA3;H2-M3;GNB1;TRADD;H2-T22;NFATC3;TRIM5;RAC2;PRKCG;AKT2;H2-T24;AP1G1;IRAK4;MAP2K2;PIK3R1;CASP9;GNAQ;GNAI3;RPS6KB2;PRKCB;H2-Q6"
"KEGG_Coronavirus_disease%mmu05171",0.00139082058414465,0.0093,-0.550016311453634,-2.42239931470059,0,166,"TLR3;PLCG2;TYK2;OAS3;IRF9;RPS2;NRP1;NFKB1;NLRP3;PIK3CD;RPL29;CHUK;RPS4X;FOS;EIF2AK2;IKBKB;STAT2;RPL13;RPSA;TAB2;RPL3;RPL12;STAT1;IRAK1;CYBB;MAPK14;RPL8;ADAR;NFKBIA;RPL7A;RPL10;RPLP0;PIK3R2;RPL10A;RPL6;RPL28;RPS6;RPS15;RPS8;RPL32;RPS9;RPS20;IFNAR1;RPS11;RPS17;PRKCG;IFNAR2;RPL41;RPL23A;RPL5;RPL18;RPS26;RPS7;SYK;RPLP1;RPL11;RPL35;IL6RA;FAU;RPL37A;IL6ST;RPS18;IRAK4;RPS10;RPL31;RPL14;RPL23;STAT3;PIK3R1;MASP1;RPS12;RPL36;RPL13A;RPS28;RPL38;RPL39;RPL27;RPS15A;RPS13;PRKCB;RPS3A1;RPL21;RPL4;MYD88;RPS19;RPL17;RPL7;OAS2;RPS29;UBA52;RPL24;RPL15;RPS25"
"KEGG_Viral_carcinogenesis%mmu05203",0.00138312586445367,0.0093,-0.370862889204656,-1.62759070132031,0,160,"SP100;CCND1;GSN;H2-K1;H2-D1;IRF9;ACTN1;LYN;H2-T23;NFKB1;PXN;PIK3CD;EIF2AK2;GRB2;VAC14;BAK1;RAC1;RBPJ;SRF;HDAC9;CREB1;NFKBIA;HDAC1;NRAS;PIK3R2;H2-M3;CDC42;CCND2;PRKACA;TRADD;H2-T22;MAPKAPK2;USP7;YWHAH;CDK4;H2-T24;SYK;RBL1;IL6ST;ATF6B;SND1;STAT3;PIK3R1;YWHAB;YWHAG;YWHAE;CCND3;CDC20;IRF7;H2-Q6"
"KEGG_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer%mmu05235",0.00157232704402516,0.0093,-0.513762508743222,-2.01754724651603,0,75,"IFNGR1;JAK2;PTPN11;AKT1;NFATC1;NFKB1;PTPN6;MTOR;PIK3CD;CHUK;FOS;EML4;IKBKB;MAP2K6;BATF3;NFKBIE;STAT1;MAPK14;PPP3CB;NFATC2;NFKBIA;NRAS;PIK3R2;NFATC3;AKT2;TLR9;MAP2K2;IFNGR2;STAT3;PIK3R1;PTEN;RPS6KB2;BATF2;MYD88;TICAM1"
"KEGG_Autoimmune_thyroid_disease%mmu05320",0.00165837479270315,0.0093,-0.633719659021156,-1.98969093753555,0,26,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;H2-K1;H2-D1;H2-T23;H2-DMB2;CD86;H2-M3;H2-T22;H2-OB;H2-T24"
"KEGG_Allograft_rejection%mmu05330",0.00165837479270315,0.0093,-0.609894286670824,-1.94765305647213,0,28,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;H2-K1;H2-D1;H2-T23;H2-DMB2;CD86;H2-M3;H2-T22;H2-OB;H2-T24"
"KEGG_Graft-versus-host_disease%mmu05332",0.00166389351081531,0.0093,-0.584941111069283,-1.87327137438266,0,29,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;H2-K1;H2-D1;H2-T23;H2-DMB2;CD86;H2-M3;H2-T22;H2-OB;H2-T24"
