"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"KEGG_Tight_junction%mmu04530",0.00146412884333821,0.0098771550961164,-0.412720428856089,-1.70768707245567,0,112,"ACTB;ACTG1;MYL12B;ACTR3;CCND1;MYL6;ARPC2;HCLS1;CGNL1;ARPC5;ARPC1B;VASP;RUNX1;RAB8A;MYL12A;ACTR2;ITGB1;ACTN1;ARPC4;ARPC3;RAC1;WAS;RAB8B;CDC42;PRKACA;HSPA4"
"KEGG_Platelet_activation%mmu04611",0.00154320987654321,0.0098771550961164,-0.504713855033043,-2.00309507168768,0,86,"ACTB;ACTG1;PLCB2;GNAI2;FERMT3;MYL12B;PLCG2;VASP;MYL12A;LYN;PTGS1;APBB1IP;PIK3CG;ITGB1;AKT1;PIK3CD;BTK;PIK3R5;PIK3R6;ADCY7;P2RY12;PIK3R2;MAPK14;PRKACA;AKT2;PLCB4;ITGA2B;SYK;PIK3R1;PPP1CA;TBXAS1;PLCB3;ROCK1;GNAQ;GNAI3;ARHGEF1;GNA13;RHOA"
"KEGG_Antigen_processing_and_presentation%mmu04612",0.00161812297734628,0.0098771550961164,-0.612507797160693,-2.25975889995192,0,56,"H2-AA;H2-AB1;CTSS;H2-EB1;H2-DMA;H2-DMB1;TAPBP;TAP2;TAP1;H2-K1;H2-D1;PSME1;H2-T23;H2-DMB2;B2M;CD8A;PSME2B;CREB1;CALR;H2-M3;CIITA;H2-OB;HSPA4;PDIA3;H2-T22;IFI30;H2-T24;LGMN;HSPA5;H2-Q6"
"KEGG_Neutrophil_extracellular_trap_formation%mmu04613",0.0015527950310559,0.0098771550961164,-0.537493453019397,-2.12238173040228,0,84,"ACTB;ACTG1;PLCB2;PLCG2;SELPLG;CYBA;NCF2;NFKB1;MTOR;AKT1;PIK3CD;ITGAL;ITGB2;RAC1;HDAC9;PIK3R2;CYBB;MAPK14;NCF1;AKT2;AQP9;HDAC1;PRKCG;PLCB4;ITGA2B;SYK;NCF4;PIK3R1;GSDMD;VDAC2;CLCN3;PLCB3;RAC2;MAP2K2;CLCN4"
"KEGG_NOD-like_receptor_signaling_pathway%mmu04621",0.00141442715700141,0.0098771550961164,-0.41481540329136,-1.77109357702422,0,139,"PLCB2;TYK2;OAS3;CYBA;PKN1;PRKCD;IRF9;RBCK1;NLRP3;NFKB1;NLRP1B;CHUK;IKBKB;STAT2;NAIP6;NLRC4;STAT1;TRIP6;TAB2;CYBB;NFKBIA;MAPK14;GPSM3;CARD9;NOD2;SHARPIN;ANTXR2;IFNAR1;IFNAR2;NLRP1A;BIRC3;PLCB4;TRPV2;MAP1LC3B;NAIP5;NAIP2;GSDMD;VDAC2;PSTPIP1;PLCB3;IRGM2;IRAK4;HSP90AB1;GABARAP;YWHAE;IRGM1;MYD88;NEK7;IL18;TXN2;RHOA;TICAM1;TRPM2;NAMPT;IRF7"
"KEGG_C-type_lectin_receptor_signaling_pathway%mmu04625",0.00154798761609907,0.0098771550961164,-0.460726242177387,-1.82356283941515,0,83,"PLCG2;PRKCD;IRF9;CYLD;NFATC1;NLRP3;NFKB1;CHUK;PTPN11;AKT1;PIK3CD;CLEC4B1;IKBKB;STAT2;STAT1;PAK1;NFATC2;PPP3CB;PIK3R2;NFKBIA;MAPK14;CARD9;NRAS;MAPKAPK2;LSP1;AKT2;IRF1;NFATC3;SYK;PIK3R1"
"KEGG_Natural_killer_cell_mediated_cytotoxicity%mmu04650",0.0015625,0.0098771550961164,-0.487805988393954,-1.91278956944826,0,79,"IFNGR1;PLCG2;CD48;H2-K1;H2-D1;VAV3;H2-T23;NFATC1;PTPN11;PTPN6;PIK3CD;ITGAL;GRB2;ITGB2;SHC1;PAK1;RAC1;NFATC2;PPP3CB;BID;PIK3R2;VAV1;NRAS;IFNAR1;IFNAR2;PRKCG;SYK;PIK3R1;IFNGR2;RAC2;MAP2K2;KLRK1"
"KEGG_Th1_and_Th2_cell_differentiation%mmu04658",0.00159744408945687,0.0098771550961164,-0.555120747033291,-2.10060832148891,0,63,"H2-AA;H2-AB1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;TYK2;JAK2;H2-DMB2;NFATC1;NFKB1;FOS;CHUK;IKBKB;NFKBIE;STAT1;RBPJ;NFATC2;PPP3CB;NFKBIA;MAPK14;STAT6;H2-OB;NFATC3;RUNX3"
"KEGG_Th17_cell_differentiation%mmu04659",0.00157232704402516,0.0098771550961164,-0.539622668558256,-2.10065421715374,0,75,"H2-AA;H2-AB1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;TYK2;JAK2;TGFB1;RUNX1;H2-DMB2;NFATC1;NFKB1;FOS;CHUK;MTOR;IKBKB;NFKBIE;STAT1;RARA;NFATC2;PPP3CB;NFKBIA;MAPK14;STAT6;H2-OB;NFATC3;IL6RA;IL6ST"
"KEGG_T_cell_receptor_signaling_pathway%mmu04660",0.0015625,0.0098771550961164,-0.461528817804955,-1.80975127345945,0,79,"CARD11;VAV3;NFATC1;NFKB1;FOS;CHUK;PTPN6;AKT1;PIK3CD;GRB2;IKBKB;NFKBIE;PAK2;CD8A;PAK1;NFATC2;PPP3CB;PIK3R2;NFKBIA;MAPK14;VAV1;CDC42;NRAS;AKT2;NFATC3;CDK4;PIK3R1;PTPRC"
"KEGG_B_cell_receptor_signaling_pathway%mmu04662",0.0015552099533437,0.0098771550961164,-0.630285741632721,-2.43162053436628,0,69,"CARD11;PLCG2;BANK1;VAV3;INPP5D;LYN;NFATC1;PIK3AP1;NFKB1;FOS;CHUK;PTPN6;AKT1;PIK3CD;GRB2;BTK;IKBKB;NFKBIE;PIRB;RAC1;NFATC2;PPP3CB;PIK3R2;RASGRP3;NFKBIA;VAV1;NRAS;DAPP1;CD72;AKT2;NFATC3;SYK;PIK3R1;RAC2;CD81;MAP2K2"
"KEGG_Fc_epsilon_RI_signaling_pathway%mmu04664",0.00160513643659711,0.0098771550961164,-0.518128667650026,-1.88425378524286,0,51,"ALOX5AP;PLCG2;VAV3;INPP5D;LYN;AKT1;MAP2K6;PIK3CD;GRB2;BTK;RAC1;PIK3R2;MAPK14;VAV1;NRAS;AKT2;SYK;PIK3R1;RAC2;MAP2K2"
"KEGG_Fc_gamma_R-mediated_phagocytosis%mmu04666",0.00154798761609907,0.0098771550961164,-0.58678694674154,-2.32251339900835,0,83,"ACTR3;PLCG2;ARPC2;ARPC5;ARPC1B;VASP;CFL1;GSN;PRKCD;VAV3;MARCKS;INPP5D;ACTR2;LYN;PIP5K1C;ARPC4;AKT1;PIK3CD;HCK;PLD2;WASF2;PAK1;ARPC3;RAC1;WAS;PIK3R2;NCF1;VAV1;CDC42;AKT2;PRKCG;MARCKSL1;SYK;SPHK2;PIK3R1;ASAP1;PTPRC;RAC2;ARF6;RPS6KB2;PLPP1;PRKCB;DNM2"
"KEGG_Leukocyte_transendothelial_migration%mmu04670",0.0015552099533437,0.0098771550961164,-0.61147009837738,-2.35903043517019,0,69,"MMP9;ACTB;ACTG1;GNAI2;MYL12B;SIPA1;PLCG2;ITGA4;VASP;CYBA;NCF2;VAV3;MYL12A;RASSF5;ITGB1;ACTN1;PTPN11;CTNNA1;PXN;PIK3CD;ITGAL;ITGB2;RAC1;PIK3R2;CYBB;MAPK14;NCF1;VAV1;CDC42;PRKCG;NCF4;PIK3R1;CD99L2;VCL;RAC2;ROCK1;GNAI3;MSN;ARHGAP5;ITGAM;PRKCB;RHOA"
"KEGG_Intestinal_immune_network_for_IgA_production%mmu04672",0.00166112956810631,0.0098771550961164,-0.606568463433759,-1.87724394969172,0,25,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;ITGB7;ITGA4;TGFB1;H2-DMB2;CD86;H2-OB"
"KEGG_Regulation_of_actin_cytoskeleton%mmu04810",0.00139664804469274,0.0098771550961164,-0.393008014166818,-1.7175722549333,0,173,"ACTB;ITGAX;ACTG1;MYL12B;ACTR3;ITGB7;ARPC2;ARHGEF6;ITGA4;ARPC5;ARPC1B;CFL1;PIP4K2A;GSN;VAV3;MYL12A;PIP4K2B;ACTR2;NCKAP1L;ITGB1;PFN1;CYFIP2;ACTN1;PIP5K1C;FGFR1;ARPC4;LPAR5;AKT1;IQGAP1;PXN;PIK3CD;ITGAL;ITGB2;PAK2;WASF2;PAK1;ARPC3;RAC1;PIK3R2;VAV1;CDC42;NRAS;AKT2;FGD3;ITGA2B;PIK3R1;SSH3;DIAPH1;PPP1CA;VCL;RAC2;MAP2K2;ROCK1;TMSB4X;PPP1R12B;RRAS;MSN;ITGAM;ARHGEF1;GNA13;RHOA;SSH1"
"KEGG_Relaxin_signaling_pathway%mmu04926",0.0015625,0.0098771550961164,-0.450039868338908,-1.78878769490268,0,88,"MMP9;PLCB2;GNAI2;GNG2;TGFB1;GNB2;NFKB1;FOS;AKT1;PIK3CD;GRB2;GNA15;ARRB1;ADCY7;SHC1;GNG10;CREB1;PIK3R2;NFKBIA;MAPK14;NRAS;PRKACA;AKT2;GNB1;PLCB4;COL4A1;PIK3R1;ATF6B;PLCB3;ARRB2;MAP2K2"
"KEGG_Growth_hormone_synthesis,_secretion_and_action%mmu04935",0.00154320987654321,0.0098771550961164,-0.412170180154309,-1.63581016912973,0,86,"PLCB2;GNAI2;PLCG2;JAK2;FOS;MTOR;AKT1;MAP2K6;PIK3CD;GRB2;ADCY7;SHC1;STAT1;CREB1;PIK3R2;MAPK14;NRAS;PRKACA;AKT2;PRKCG;PLCB4;PIK3R1;ATF6B;PLCB3;MAP2K2;STAT3;GNAQ;GNAI3"
"KEGG_Type_I_diabetes_mellitus%mmu04940",0.00166389351081531,0.0098771550961164,-0.546257872140716,-1.77565285415402,0,32,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;H2-K1;H2-D1;H2-T23;H2-DMB2;CD86;H2-M3;H2-OB;H2-T22;H2-T24"
"KEGG_Bacterial_invasion_of_epithelial_cells%mmu05100",0.00161290322580645,0.0098771550961164,-0.553102956810507,-2.0765516622785,0,60,"ACTB;ACTG1;ACTR3;ARPC2;HCLS1;ARPC5;ARPC1B;ACTR2;ITGB1;ARPC4;CTNNA1;PXN;PIK3CD;WASF2;SHC1;ARPC3;RAC1;CD2AP;ELMO1;PIK3R2;RHOG;CDC42;ELMO2;PIK3R1;ILK;CDH1;VCL;CLTA"
"KEGG_Yersinia_infection%mmu05135",0.00143472022955524,0.0098771550961164,-0.526791657664554,-2.20564825532845,0,121,"ACTB;ACTG1;ACTR3;ARPC2;ITGA4;ARPC5;ARPC1B;RPS6KA1;PKN1;VAV3;ACTR2;NFATC1;ITGB1;NLRP3;NFKB1;FOS;CHUK;WIPF1;PIP5K1C;ARPC4;AKT1;PXN;MAP2K6;PIK3CD;IKBKB;SKAP2;WASF2;CD8A;NLRC4;ARPC3;RAC1;IRAK1;TAB2;WAS;ELMO1;NFATC2;PIK3R2;RHOG;NFKBIA;MAPK14;VAV1;CDC42;AKT2;NFATC3;GIT2;ELMO2;PIK3R1;RAC2;IRAK4;MAP2K2;ROCK1;ARF6;GNAQ;MYD88;IL18;ARHGEF1;RHOA;TICAM1"
"KEGG_Leishmaniasis%mmu05140",0.00158982511923688,0.0098771550961164,-0.629758577768369,-2.36354573397977,0,59,"H2-AA;H2-AB1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;ITGA4;JAK2;CYBA;TGFB1;EEF1A1;NCF2;H2-DMB2;ITGB1;NFKB1;FOS;PTPN6;ITGB2;STAT1;IRAK1;TAB2;CYBB;NFKBIA;MAPK14;NCF1;H2-OB;MARCKSL1;NCF4;IFNGR2;IRAK4;TGFB3;MYD88;ITGAM;PRKCB"
"KEGG_Toxoplasmosis%mmu05145",0.00153609831029186,0.0098771550961164,-0.500198624625305,-2.00127292365188,0,91,"H2-AA;H2-AB1;H2-EB1;H2-DMA;IFNGR1;H2-DMB1;GNAI2;TLR11;TYK2;JAK2;TGFB1;H2-DMB2;PIK3CG;ITGB1;LDLR;NFKB1;CHUK;AKT1;MAP2K6;IKBKB;PIK3R5;PIK3R6;STAT1;IRAK1;TAB2;IL10RA;NFKBIA;MAPK14;CIITA;H2-OB;AKT2;BIRC3;IFNGR2;IRGM2;IRAK4;STAT3;CASP9;GNAI3;IRGM1;TGFB3;MYD88"
"KEGG_Staphylococcus_aureus_infection%mmu05150",0.00165837479270315,0.0098771550961164,-0.574538711039105,-1.82125417094389,0,28,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;CFH;SELPLG;H2-DMB2;ITGAL;ITGB2"
"KEGG_Hepatitis_C%mmu05160",0.00147058823529412,0.0098771550961164,-0.403504086245123,-1.67560625257147,0,116,"TLR3;MYC;CCND1;TYK2;OAS3;IRF9;LDLR;NFKB1;CHUK;AKT1;EIF2AK2;PIK3CD;GRB2;IKBKB;BAK1;STAT2;STAT1;BID;PIK3R2;NFKBIA;SCARB1;NRAS;IFNAR1;AKT2;IFNAR2;TRADD;CDK4;PIK3R1;YWHAH;CD81;MAP2K2;YWHAG;EIF2AK4;STAT3;CASP9;EIF2AK1;YWHAE;PSME3;YWHAB"
"KEGG_Human_cytomegalovirus_infection%mmu05163",0.00138888888888889,0.0098771550961164,-0.404292853075604,-1.77861257933875,0,184,"PLCB2;MYC;GNAI2;TAPBP;TAP2;CCND1;GNG2;TAP1;H2-K1;H2-D1;GNB2;H2-T23;NFATC1;NFKB1;CHUK;MTOR;AKT1;PXN;MAP2K6;PIK3CD;B2M;GRB2;PTGER3;IKBKB;BAK1;ADCY7;GNG10;RAC1;CREB1;NFATC2;PPP3CB;BID;PIK3R2;IL10RA;NFKBIA;MAPK14;CALR;H2-M3;CCR1;NRAS;PRKACA;PDIA3;AKT2;H2-T22;GNB1;NFATC3;TRADD;PRKCG;PLCB4;CDK4;IL6RA;H2-T24;PIK3R1;ATF6B;PLCB3;RAC2;MAP2K2;H2-Q6;ROCK1;STAT3;CASP9;GNAQ;GNAI3;RPS6KB2;ARHGEF11;ARHGEF1;PRKCB;TSC2;GNA13;IL10RB;RHOA;CREB3;GNGT2"
"KEGG_Influenza_A%mmu05164",0.00144927536231884,0.0098771550961164,-0.493060632906505,-2.05570101386453,0,119,"H2-AA;H2-AB1;TLR3;ACTB;H2-EB1;ACTG1;H2-DMA;IFNGR1;H2-DMB1;FDPS;TYK2;OAS3;JAK2;IRF9;H2-DMB2;NLRP3;NFKB1;CHUK;AKT1;EIF2AK2;PIK3CD;IKBKB;BAK1;STAT2;STAT1;ADAR;BID;PIK3R2;NFKBIA;HNRNPUL1;PML;CIITA;H2-OB;IFNAR1;AKT2;IFNAR2;TRADD;CDK4;RAE1;PIK3R1;TRIM25;IFNGR2;IRAK4;MAP2K2"
"KEGG_Human_T-cell_leukemia_virus_1_infection%mmu05166",0.0013869625520111,0.0098771550961164,-0.417911780344503,-1.84998880609558,0,197,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;MYC;SPI1;FDPS;CCND1;H2-K1;H2-D1;TGFB1;IL1R2;H2-T23;H2-DMB2;NFATC1;NRP1;NFKB1;FOS;CHUK;CCNB2;AKT1;PIK3CD;B2M;ITGAL;ITGB2;VAC14;IKBKB;TCF3;ADCY7;CREB1;SRF;NFATC2;PPP3CB;PIK3R2;NFKBIA;CALR;H2-M3;NRAS;PRKACA;H2-OB;CCND2;AKT2;H2-T22;ANAPC1;NFATC3;ANAPC5;CDK4;H2-T24;PIK3R1;ATF6B;VDAC2;BUB1B;PTEN;MAP2K2;H2-Q6;RANBP3"
"KEGG_Kaposi_sarcoma-associated_herpesvirus_infection%mmu05167",0.00138121546961326,0.0098771550961164,-0.508040110777618,-2.20690013310777,0,157,"TLR3;IFNGR1;MYC;PLCG2;CCND1;GNG2;TYK2;H2-K1;H2-D1;JAK2;ATG3;GNB2;PREX1;IRF9;LYN;H2-T23;PIK3CG;NFATC1;NFKB1;FOS;CHUK;MTOR;AKT1;EIF2AK2;MAP2K6;PIK3CD;IKBKB;PIK3R5;BAK1;HCK;STAT2;PIK3R6;STAT1;CD86;GNG10;RAC1;CREB1;NFATC2;PPP3CB;BID;PIK3R2;NFKBIA;MAPK14;H2-M3;CCR1;NRAS;MAPKAPK2;IFNAR1;AKT2;H2-T22;GNB1;IFNAR2;NFATC3;TRADD;CDK4;IL6ST;SYK;H2-T24;MAP1LC3B;PIK3R1"
"KEGG_Epstein-Barr_virus_infection%mmu05169",0.00139275766016713,0.0098771550961164,-0.46367008826517,-2.02542243826524,0,172,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;MYC;PLCG2;TAPBP;TAP2;CCND1;TAP1;TYK2;H2-K1;H2-D1;OAS3;IRF9;LYN;H2-T23;H2-DMB2;NFKB1;CHUK;AKT1;EIF2AK2;MAP2K6;PIK3CD;B2M;ITGAL;BTK;IKBKB;NFKBIE;BAK1;STAT2;STAT1;RAC1;IRAK1;TAB2;RBPJ;BID;PIK3R2;NFKBIA;MAPK14;CALR;H2-M3;H2-OB;CCND2;IFNAR1;PDIA3;AKT2;H2-T22;IFNAR2;TRADD;HDAC1;CDK4;RUNX3;SYK;USP7;H2-T24;PIK3R1"
"KEGG_Human_immunodeficiency_virus_1_infection%mmu05170",0.00138312586445367,0.0098771550961164,-0.495089071059446,-2.15627287693786,0,162,"GNAI2;PLCG2;TAPBP;TAP2;AP1S3;GNG2;TAP1;H2-K1;H2-D1;CFL1;SAMHD1;GNB2;H2-T23;TRIM30D;NFATC1;APOBEC3;NFKB1;FOS;CHUK;CCNB2;MTOR;AKT1;PXN;MAP2K6;PIK3CD;B2M;IKBKB;BAK1;PAK2;AP1B1;PAK1;GNG10;RAC1;IRAK1;TAB2;NFATC2;PPP3CB;BID;PIK3R2;NFKBIA;MAPK14;CALR;H2-M3;NRAS;PDIA3;AKT2;H2-T22;TRIM5;GNB1;NFATC3;TRADD;PRKCG;H2-T24;PIK3R1;AP1G1;RAC2;IRAK4;MAP2K2;H2-Q6;CASP9;GNAQ;GNAI3;TRIM12C;RPS6KB2;MYD88;AP1M1;PRKCB"
"KEGG_Coronavirus_disease%mmu05171",0.00138888888888889,0.0098771550961164,-0.572633213989344,-2.49889284821003,0,166,"TLR3;PLCG2;TYK2;OAS3;IRF9;RPS2;NLRP3;NRP1;NFKB1;FOS;CHUK;RPS4X;EIF2AK2;RPL12;RPL29;PIK3CD;RPSA;RPL13;IKBKB;RPL3;STAT2;STAT1;ADAR;RPL8;IRAK1;TAB2;RPLP0;PIK3R2;CYBB;RPL10A;NFKBIA;MAPK14;RPL10;RPS6;RPS20;RPL32;RPS8;RPS17;RPL6;RPS9;RPS15;RPL7A;RPL28;IFNAR1;RPS11;IFNAR2;RPL23A;RPS7;RPL5;RPL31;PRKCG;RPL11;RPLP1;IL6RA;RPL18;IL6ST;RPL41;FAU;RPL39;SYK;RPS26;RPS12;RPS18;PIK3R1;RPL35;RPL14;RPS10;RPL23;RPL13A;RPL37A;RPS28;RPS15A;RPL27;RPL17;RPL36;MASP1;RPS19;RPS3A1;RPL38;IRAK4;RPS13;RPL7;RPL4;STAT3;RPL21;MYD88;RPL22;RPS27A;RPS25;PRKCB;RPL24;UBA52;RPL27A;RPS29;RPL15"
"KEGG_PD-L1_expression_and_PD-1_checkpoint_pathway_in_cancer%mmu05235",0.00157232704402516,0.0098771550961164,-0.500928977624571,-1.95002662166325,0,75,"IFNGR1;JAK2;NFATC1;NFKB1;FOS;CHUK;PTPN11;BATF3;MTOR;PTPN6;AKT1;MAP2K6;PIK3CD;EML4;IKBKB;NFKBIE;STAT1;NFATC2;PPP3CB;PIK3R2;NFKBIA;MAPK14;NRAS;AKT2;NFATC3;TLR9;PIK3R1;IFNGR2;PTEN;MAP2K2;STAT3;RPS6KB2;MYD88;BATF2;TICAM1"
"KEGG_Autoimmune_thyroid_disease%mmu05320",0.00165562913907285,0.0098771550961164,-0.620452926245028,-1.93404336040422,0,26,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;H2-K1;H2-D1;H2-T23;H2-DMB2;CD86;H2-M3;H2-OB;H2-T22;H2-T24"
"KEGG_Allograft_rejection%mmu05330",0.00165837479270315,0.0098771550961164,-0.597817983191098,-1.89504810456183,0,28,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;H2-K1;H2-D1;H2-T23;H2-DMB2;CD86;H2-M3;H2-OB;H2-T22;H2-T24"
"KEGG_Graft-versus-host_disease%mmu05332",0.00166112956810631,0.0098771550961164,-0.576983549016399,-1.83532456711007,0,29,"H2-AA;H2-AB1;H2-EB1;H2-DMA;H2-DMB1;H2-K1;H2-D1;H2-T23;H2-DMB2;CD86;H2-M3;H2-OB;H2-T22;H2-T24"
"KEGG_Viral_myocarditis%mmu05416",0.00162866449511401,0.0098771550961164,-0.614047655219356,-2.18807473444572,0,48,"H2-AA;H2-AB1;ACTB;H2-EB1;ACTG1;H2-DMA;H2-DMB1;CCND1;H2-K1;H2-D1;H2-T23;H2-DMB2;ITGAL;ITGB2;CD86;RAC1;EIF4G3;BID;H2-M3;H2-OB;H2-T22;H2-T24;RAC2;H2-Q6;ABL1;EIF4G1;CASP9;EIF4G2"
"KEGG_Steroid_biosynthesis%mmu00100",0.00176991150442478,0.010287610619469,-0.776961526439573,-2.16015810938112,0,17,"CYP51;SQLE;LSS;NSDHL;TM7SF2;DHCR24;FDFT1;MSMO1;DHCR7;SOAT1;HSD17B7;SC5D"
